Date	County	State	Vehicle Primary Use	Battery Electric Vehicles (BEVs)	Plug-In Hybrid Electric Vehicles (PHEVs)	Electric Vehicle (EV) Total	Non-Electric Vehicle Total	Total Vehicles	Percent Electric Vehicles	Year
February 28 2023	Cochise	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	1	0	1	64	65	1.54	2023
October 31 2023	Charleston	SoUtahh C Arkansaskansasolina	Passenger	1	2	3	48	51	5.88	2023
February 28 2023	Tooele	Utah	Passenger	1	0	1	7	8	12.5	2023
July 31 2019	Cowlitz	Washington	Truck	0	0	0	"28,865"	"28,865"	0	2019
May 31 2020	Prince William	Virginia	Passenger	2	4	6	220	226	2.65	2020
December 31 2018	Sedgwick	Kansas	Passenger	0	1	1	101	102	0.98	2018
July 31 2022	Suffolk	Virginia	Passenger	1	0	1	120	121	0.83	2022
May 31 2022	Douglas	Washington	Truck	0	0	0	"12,764"	"12,764"	0	2022
May 31 2018	Prince George's	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	187	189	1.06	2018
April 30 2020	Polk	FlOregonIdahoa	Passenger	1	0	1	73	74	1.35	2020
December 31 2018	Sumter	FlOregonIdahoa	Passenger	0	1	1	10	11	9.09	2018
July 31 2021	Spokane	Washington	Passenger	"1,118"	654	"1,772"	"3,25,864"	"3,27,636"	0.54	2021
October 31 2023	Wahkiakum	Washington	Passenger	27	20	47	"3,050"	"3,097"	1.52	2023
January 31 2019	Suffolk	 Massachusetts	Passenger	0	1	1	41	42	2.38	2019
March 31 2019	Albemarle	Virginia	Passenger	1	0	1	24	25	4	2019
June 30 2019	Juneau	ALouisianaba Massachusettsaska	Passenger	0	2	2	31	33	6.06	2019
March 31 2020	Grays Harbor	Washington	Passenger	107	109	216	"48,314"	"48,530"	0.45	2020
September 30 2020	Stevens	Washington	Passenger	35	38	73	"30,402"	"30,475"	0.24	2020
February 28 2022	Okanogan	Washington	Passenger	74	47	121	"26,461"	"26,582"	0.46	2022
April 30 2021	San Joaquin	CalifOregonnIoWashington	Passenger	1	0	1	110	111	0.9	2021
February 28 2017	Nantucket	 Massachusetts	Passenger	1	0	1	3	4	25	2017
May 31 2023	Sonoma	CalifOregonnIoWashington	Passenger	3	1	4	70	74	5.41	2023
May 31 2021	Fort Bend	Texas	Passenger	1	0	1	37	38	2.63	2021
December 31 2019	Douglas	Washington	Truck	0	0	0	"12,303"	"12,303"	0	2019
August 31 2023	Meade	Kentucky	Passenger	1	0	1	17	18	5.56	2023
September 30 2019	Penobscot	Maine	Passenger	0	1	1	14	15	6.67	2019
April 30 2022	Chelan	Washington	Passenger	447	124	571	"54,490"	"55,061"	1.04	2022
May 31 2022	San Mateo	CalifOregonnIoWashington	Passenger	2	0	2	88	90	2.22	2022
June 30 2021	Newport	RhoDelaware IslaNorth Dakota	Passenger	0	1	1	78	79	1.27	2021
September 30 2019	Juneau	ALouisianaba Massachusettsaska	Passenger	0	2	2	29	31	6.45	2019
March 31 2023	King	Washington	Truck	567	2	569	"1,76,670"	"1,77,239"	0.32	2023
September 30 2022	Jefferson	Washington	Truck	3	0	3	"9,377"	"9,380"	0.03	2022
February 28 2023	Grays Harbor	Washington	Truck	2	0	2	"21,043"	"21,045"	0.01	2023
November 30 2018	Cook	IllINorth Dakotaianaois	Passenger	1	0	1	255	256	0.39	2018
July 31 2021	Mercer	New Jersey	Passenger	0	1	1	14	15	6.67	2021
September 30 2018	DeKalb	INorth Dakotaiana	Passenger	1	0	1	1	2	50	2018
July 31 2017	Prince William	Virginia	Passenger	0	4	4	270	274	1.46	2017
June 30 2020	El Paso	ColOregonado	Passenger	2	0	2	736	738	0.27	2020
January 31 2018	Howard	M ArkansaskansasylaNorth Dakota	Passenger	0	2	2	88	90	2.22	2018
February 28 2023	Jackson	Oklahoma	Passenger	0	1	1	32	33	3.03	2023
June 30 2020	Dallas	Texas	Passenger	1	0	1	201	202	0.5	2020
July 31 2021	Sedgwick	Kansas	Passenger	1	1	2	87	89	2.25	2021
December 31 2018	St. Clair	IllINorth Dakotaianaois	Passenger	0	1	1	167	168	0.6	2018
December 31 2023	Sheridan	Wyoming	Passenger	1	0	1	3	4	25	2023
June 30 2022	Thurston	Washington	Truck	7	0	7	"55,427"	"55,434"	0.01	2022
March 31 2017	Mason	Washington	Passenger	50	63	113	"42,923"	"43,036"	0.26	2017
February 28 2019	Alexandria	Virginia	Passenger	1	0	1	154	155	0.65	2019
August 31 2018	Saratoga	 New YOregonk	Passenger	1	0	1	61	62	1.61	2018
April 30 2020	Whatcom	Washington	Truck	3	0	3	"42,829"	"42,832"	0.01	2020
May 31 2022	Sarasota	FlOregonIdahoa	Passenger	2	0	2	34	36	5.56	2022
April 30 2022	Escambia	FlOregonIdahoa	Passenger	0	1	1	148	149	0.67	2022
February 28 2023	Plaquemines	Louisiana	Passenger	1	1	2	19	21	9.52	2023
June 30 2022	Spartanburg	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	39	40	2.5	2022
July 31 2021	Douglas	Nebraska	Passenger	1	1	2	56	58	3.45	2021
September 30 2019	San Juan	Washington	Truck	0	0	0	"5,913"	"5,913"	0	2019
March 31 2019	Skagit	Washington	Passenger	281	189	470	"91,321"	"91,791"	0.51	2019
March 31 2018	Hawaii	HaWashingtonii	Passenger	1	0	1	81	82	1.22	2018
July 31 2023	New London	ConnecticUtah	Passenger	2	2	4	169	173	2.31	2023
July 31 2019	Allegheny	 PennsylVirginiania	Passenger	1	0	1	86	87	1.15	2019
February 28 2022	Queens	 New YOregonk	Passenger	1	0	1	52	53	1.89	2022
May 31 2018	St. Lucie	FlOregonIdahoa	Passenger	1	0	1	28	29	3.45	2018
September 30 2022	Ferry	Washington	Passenger	22	4	26	"4,397"	"4,423"	0.59	2022
July 31 2021	Pend Oreille	Washington	Passenger	15	7	22	"9,261"	"9,283"	0.24	2021
September 30 2017	Montgomery	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	308	309	0.32	2017
October 31 2017	Grant	Washington	Truck	0	0	0	"25,457"	"25,457"	0	2017
May 31 2021	Alexandria	Virginia	Passenger	3	0	3	127	130	2.31	2021
November 30 2021	Douglas	Washington	Truck	0	0	0	"12,688"	"12,688"	0	2021
July 31 2017	Frederick	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	83	84	1.19	2017
May 31 2021	Charleston	SoUtahh C Arkansaskansasolina	Passenger	2	0	2	90	92	2.17	2021
July 31 2021	St. Louis	MissouRhoDelaware IslaNorth Dakota	Passenger	1	0	1	84	85	1.18	2021
October 31 2022	Riverside	CalifOregonnIoWashington	Passenger	7	0	7	454	461	1.52	2022
April 30 2022	Salt Lake	Utah	Passenger	1	1	2	146	148	1.35	2022
December 31 2019	Powhatan	Virginia	Passenger	1	0	1	1	2	50	2019
January 31 2017	Wahkiakum	Washington	Passenger	0	1	1	"2,861"	"2,862"	0.03	2017
December 31 2018	Boulder	ColOregonado	Passenger	1	0	1	51	52	1.92	2018
September 30 2021	Washington	Oregon	Passenger	1	0	1	380	381	0.26	2021
March 31 2018	Whitman	Washington	Truck	0	0	0	"8,457"	"8,457"	0	2018
December 31 2019	St. Mary's	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	214	215	0.47	2019
April 30 2019	Manatee	FlOregonIdahoa	Passenger	1	0	1	33	34	2.94	2019
December 31 2022	Montgomery	ALouisianaba Massachusetts	Passenger	0	1	1	36	37	2.7	2022
October 31 2022	Yakima	Washington	Truck	5	0	5	"61,225"	"61,230"	0.01	2022
August 31 2022	Orange	CalifOregonnIoWashington	Passenger	7	3	10	373	383	2.61	2022
February 29 2020	Flathead	Montana	Passenger	1	0	1	69	70	1.43	2020
June 30 2017	Mercer	New Jersey	Passenger	0	1	1	20	21	4.76	2017
December 31 2021	Middlesex	 Massachusetts	Passenger	0	1	1	96	97	1.03	2021
June 30 2020	San Mateo	CalifOregonnIoWashington	Passenger	0	1	1	120	121	0.83	2020
October 31 2017	Orleans	Louisiana	Passenger	0	1	1	46	47	2.13	2017
April 30 2022	Douglas	ColOregonado	Passenger	0	1	1	83	84	1.19	2022
October 31 2019	Jefferson	 New YOregonk	Passenger	0	2	2	214	216	0.93	2019
August 31 2023	El Paso	Texas	Passenger	3	0	3	276	279	1.08	2023
August 31 2020	Palm Beach	FlOregonIdahoa	Passenger	0	2	2	77	79	2.53	2020
December 31 2019	Williamson	Texas	Passenger	0	2	2	148	150	1.33	2019
November 30 2019	Carson City	NeVirginiada	Passenger	1	0	1	10	11	9.09	2019
February 28 2017	Wahkiakum	Washington	Passenger	0	1	1	"2,843"	"2,844"	0.04	2017
February 28 2019	Collin	Texas	Passenger	1	1	2	148	150	1.33	2019
December 31 2023	Marin	CalifOregonnIoWashington	Passenger	1	1	2	25	27	7.41	2023
October 31 2019	New Haven	ConnecticUtah	Passenger	0	2	2	48	50	4	2019
June 30 2018	Monroe	IllINorth Dakotaianaois	Passenger	1	0	1	4	5	20	2018
October 31 2019	King	Washington	Truck	6	1	7	"1,82,364"	"1,82,371"	0	2019
July 31 2021	Klickitat	Washington	Truck	0	0	0	"8,308"	"8,308"	0	2021
March 31 2023	Cowlitz	Washington	Passenger	435	196	631	"70,106"	"70,737"	0.89	2023
November 30 2021	Douglas	Nebraska	Passenger	1	1	2	51	53	3.77	2021
February 28 2023	Frederick	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	57	58	1.72	2023
October 31 2020	Charles	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	79	81	2.47	2020
December 31 2018	Nassau	 New YOregonk	Passenger	3	0	3	37	40	7.5	2018
September 30 2023	Spokane	Washington	Truck	48	0	48	"1,01,547"	"1,01,595"	0.05	2023
June 30 2021	Spokane	Washington	Passenger	"1,068"	647	"1,715"	"3,26,273"	"3,27,988"	0.52	2021
May 31 2017	Flathead	Montana	Passenger	1	0	1	64	65	1.54	2017
October 31 2021	Flathead	Montana	Passenger	1	0	1	52	53	1.89	2021
October 31 2018	Ramsey	MinNebraskasota	Passenger	1	0	1	42	43	2.33	2018
July 31 2019	Carroll	New Hampshire	Passenger	0	1	1	3	4	25	2019
June 30 2022	Randolph	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	6	7	14.29	2022
November 30 2018	Thurston	Washington	Passenger	707	566	"1,273"	"1,95,368"	"1,96,641"	0.65	2018
December 31 2022	Grays Harbor	Washington	Passenger	246	160	406	"48,620"	"49,026"	0.83	2022
December 31 2020	El Paso	Texas	Passenger	3	0	3	410	413	0.73	2020
October 31 2020	Dakota	MinNebraskasota	Passenger	0	1	1	30	31	3.23	2020
August 31 2020	Carroll	New Hampshire	Passenger	0	1	1	5	6	16.67	2020
August 31 2023	Klickitat	Washington	Passenger	163	64	227	"15,112"	"15,339"	1.48	2023
September 30 2017	Asotin	Washington	Passenger	7	5	12	"12,457"	"12,469"	0.1	2017
November 30 2018	Santa Rosa	FlOregonIdahoa	Passenger	1	0	1	90	91	1.1	2018
March 31 2022	Howard	M ArkansaskansasylaNorth Dakota	Passenger	0	2	2	66	68	2.94	2022
October 31 2022	St. Clair	IllINorth Dakotaianaois	Passenger	1	0	1	120	121	0.83	2022
June 30 2021	Monterey	CalifOregonnIoWashington	Passenger	0	2	2	156	158	1.27	2021
March 31 2017	Chelan	Washington	Truck	0	0	0	"21,219"	"21,219"	0	2017
February 28 2019	Walla Walla	Washington	Truck	0	0	0	"13,543"	"13,543"	0	2019
January 31 2022	Fort Bend	Texas	Passenger	1	0	1	32	33	3.03	2022
March 31 2020	Williamson	Texas	Passenger	0	2	2	145	147	1.36	2020
February 29 2020	Whatcom	Washington	Truck	3	0	3	"43,144"	"43,147"	0.01	2020
August 31 2018	Camden	New Jersey	Passenger	0	1	1	32	33	3.03	2018
July 31 2023	Champaign	IllINorth Dakotaianaois	Passenger	1	0	1	12	13	7.69	2023
June 30 2022	Skagit	Washington	Passenger	779	337	"1,116"	"90,063"	"91,179"	1.22	2022
November 30 2019	Arlington	Virginia	Passenger	0	2	2	156	158	1.27	2019
February 28 2018	Okaloosa	FlOregonIdahoa	Passenger	1	0	1	181	182	0.55	2018
November 30 2018	Okanogan	Washington	Passenger	15	22	37	"26,125"	"26,162"	0.14	2018
August 31 2023	Charlottesville	Virginia	Passenger	0	1	1	3	4	25	2023
August 31 2021	Fairbanks North Star	ALouisianaba Massachusettsaska	Passenger	0	1	1	82	83	1.2	2021
January 31 2017	Cascade	Montana	Passenger	0	1	1	65	66	1.52	2017
July 31 2023	District of Columbia	District of Columbia	Passenger	3	0	3	144	147	2.04	2023
January 31 2019	Dale	ALouisianaba Massachusetts	Passenger	0	1	1	52	53	1.89	2019
April 30 2018	Shelby	Tennessee	Passenger	0	1	1	104	105	0.95	2018
September 30 2022	Cumberland	 NOregonth C Arkansaskansasolina	Passenger	1	4	5	367	372	1.34	2022
August 31 2021	Harnett	 NOregonth C Arkansaskansasolina	Passenger	1	1	2	180	182	1.1	2021
September 30 2019	New London	ConnecticUtah	Passenger	0	1	1	240	241	0.41	2019
June 30 2021	Champaign	IllINorth Dakotaianaois	Passenger	1	0	1	12	13	7.69	2021
May 31 2023	St. Louis	MinNebraskasota	Passenger	0	1	1	8	9	11.11	2023
January 31 2019	Twin Falls	Idaho	Passenger	0	1	1	21	22	4.55	2019
July 31 2020	Clark	Washington	Passenger	"2,097"	"1,066"	"3,163"	"3,17,872"	"3,21,035"	0.99	2020
February 28 2021	Snohomish	Washington	Truck	1	0	1	"1,25,711"	"1,25,712"	0	2021
November 30 2020	Clark	Washington	Truck	0	0	0	"83,201"	"83,201"	0	2020
April 30 2023	Salt Lake	Utah	Passenger	0	1	1	112	113	0.88	2023
April 30 2017	Missoula	Montana	Passenger	1	0	1	77	78	1.28	2017
December 31 2023	Loudoun	Virginia	Passenger	2	1	3	54	57	5.26	2023
June 30 2019	Eagle	ColOregonado	Passenger	1	0	1	6	7	14.29	2019
November 30 2020	Hamilton	INorth Dakotaiana	Passenger	2	0	2	36	38	5.26	2020
May 31 2018	Collier	FlOregonIdahoa	Passenger	1	0	1	22	23	4.35	2018
March 31 2023	Montgomery	M ArkansaskansasylaNorth Dakota	Passenger	5	3	8	191	199	4.02	2023
July 31 2019	San Juan	Washington	Truck	0	0	0	"5,887"	"5,887"	0	2019
July 31 2022	San Bernardino	CalifOregonnIoWashington	Passenger	2	1	3	335	338	0.89	2022
November 30 2023	Meade	Kentucky	Passenger	1	0	1	13	14	7.14	2023
December 31 2018	Montgomery	ALouisianaba Massachusetts	Passenger	0	1	1	46	47	2.13	2018
August 31 2022	Fairfax	Virginia	Truck	1	0	1	109	110	0.91	2022
October 31 2021	Orange	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	12	13	7.69	2021
June 30 2023	Essex	New Jersey	Passenger	2	0	2	8	10	20	2023
January 31 2021	Clark	NeVirginiada	Passenger	5	2	7	664	671	1.04	2021
May 31 2021	Burlington	New Jersey	Passenger	0	1	1	131	132	0.76	2021
June 30 2021	Nassau	 New YOregonk	Passenger	2	0	2	32	34	5.88	2021
April 30 2021	Howard	INorth Dakotaiana	Passenger	0	1	1	3	4	25	2021
September 30 2018	Franklin	Washington	Passenger	37	65	102	"58,504"	"58,606"	0.17	2018
June 30 2022	Grays Harbor	Washington	Passenger	210	160	370	"49,014"	"49,384"	0.75	2022
February 28 2022	Riverside	CalifOregonnIoWashington	Passenger	5	1	6	500	506	1.19	2022
November 30 2022	Dorchester	SoUtahh C Arkansaskansasolina	Passenger	1	0	1	56	57	1.75	2022
November 30 2020	Harford	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	59	60	1.67	2020
December 31 2020	Platte	MissouRhoDelaware IslaNorth Dakota	Passenger	1	0	1	19	20	5	2020
December 31 2022	Carroll	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	19	20	5	2022
December 31 2018	Palm Beach	FlOregonIdahoa	Passenger	0	2	2	92	94	2.13	2018
August 31 2019	Thurston	Washington	Truck	0	0	0	"55,438"	"55,438"	0	2019
July 31 2018	Duval	FlOregonIdahoa	Passenger	1	2	3	384	387	0.78	2018
June 30 2020	Pima	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	3	1	4	356	360	1.11	2020
October 31 2017	El Paso	ColOregonado	Passenger	2	0	2	778	780	0.26	2017
February 28 2021	Harrison	Mississippi	Passenger	2	0	2	58	60	3.33	2021
March 31 2019	Spokane	Washington	Truck	1	0	1	"94,002"	"94,003"	0	2019
June 30 2022	Asotin	Washington	Truck	0	0	0	"6,716"	"6,716"	0	2022
March 31 2021	Lewis	Washington	Truck	0	0	0	"26,809"	"26,809"	0	2021
March 31 2019	San Francisco	CalifOregonnIoWashington	Passenger	2	1	3	116	119	2.52	2019
July 31 2017	Utah	Utah	Passenger	0	1	1	159	160	0.62	2017
October 31 2023	Shasta	CalifOregonnIoWashington	Passenger	1	0	1	21	22	4.55	2023
September 30 2022	Albemarle	Virginia	Passenger	2	0	2	19	21	9.52	2022
September 30 2023	Clark	Washington	Passenger	"6,544"	"2,499"	"9,043"	"3,12,961"	"3,22,004"	2.81	2023
February 29 2020	King	Washington	Truck	6	1	7	"1,82,583"	"1,82,590"	0	2020
January 31 2022	Queens	 New YOregonk	Passenger	1	0	1	55	56	1.79	2022
July 31 2018	Polk	FlOregonIdahoa	Passenger	1	0	1	68	69	1.45	2018
May 31 2020	Clark	Washington	Truck	0	0	0	"81,873"	"81,873"	0	2020
November 30 2022	Lake	IllINorth Dakotaianaois	Passenger	1	0	1	130	131	0.76	2022
March 31 2020	Montgomery	 PennsylVirginiania	Passenger	1	0	1	37	38	2.63	2020
December 31 2021	Danville	Virginia	Passenger	1	0	1	0	1	100	2021
September 30 2018	Douglas	Washington	Passenger	48	33	81	"27,849"	"27,930"	0.29	2018
August 31 2023	Multnomah	Oregon	Passenger	1	1	2	407	409	0.49	2023
January 31 2017	Asotin	Washington	Truck	0	0	0	"6,487"	"6,487"	0	2017
November 30 2017	Lee	ALouisianaba Massachusetts	Passenger	1	0	1	35	36	2.78	2017
November 30 2021	Garfield	Washington	Truck	0	0	0	994	994	0	2021
August 31 2022	New London	ConnecticUtah	Passenger	3	3	6	190	196	3.06	2022
May 31 2020	Allegheny	 PennsylVirginiania	Passenger	1	0	1	81	82	1.22	2020
January 31 2024	Columbia	Washington	Truck	0	0	0	"1,527"	"1,527"	0	2024
August 31 2023	Yellowstone	Montana	Passenger	0	1	1	11	12	8.33	2023
September 30 2022	Chelan	Washington	Truck	6	0	6	"23,076"	"23,082"	0.03	2022
January 31 2019	St. Mary's	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	208	209	0.48	2019
January 31 2024	Adams	ColOregonado	Passenger	1	0	1	15	16	6.25	2024
October 31 2021	Clinton	 PennsylVirginiania	Passenger	1	0	1	0	1	100	2021
October 31 2022	Clackamas	Oregon	Passenger	1	0	1	132	133	0.75	2022
March 31 2017	District of Columbia	District of Columbia	Passenger	0	3	3	223	226	1.33	2017
July 31 2019	Pacific	Washington	Truck	0	0	0	"7,665"	"7,665"	0	2019
August 31 2019	Klamath	Oregon	Passenger	1	0	1	41	42	2.38	2019
October 31 2021	San Mateo	CalifOregonnIoWashington	Passenger	2	0	2	93	95	2.11	2021
September 30 2022	Clark	NeVirginiada	Passenger	8	2	10	498	508	1.97	2022
December 31 2021	Columbia	Oregon	Passenger	1	0	1	25	26	3.85	2021
April 30 2023	Sarasota	FlOregonIdahoa	Passenger	1	0	1	25	26	3.85	2023
January 31 2017	Wahkiakum	Washington	Truck	0	0	0	"1,624"	"1,624"	0	2017
February 29 2024	Laramie	Wyoming	Passenger	1	0	1	26	27	3.7	2024
October 31 2018	Franklin	 Massachusetts	Passenger	0	1	1	1	2	50	2018
March 31 2023	Chelan	Washington	Passenger	580	150	730	"54,195"	"54,925"	1.33	2023
November 30 2019	Saginaw	Michigan	Passenger	1	0	1	12	13	7.69	2019
January 31 2024	Wichita	Texas	Passenger	2	0	2	30	32	6.25	2024
May 31 2018	Asotin	Washington	Passenger	8	6	14	"12,599"	"12,613"	0.11	2018
March 31 2022	Stevens	Washington	Truck	0	0	0	"18,986"	"18,986"	0	2022
October 31 2019	Arlington	Virginia	Passenger	0	2	2	154	156	1.28	2019
July 31 2022	Denton	Texas	Passenger	2	0	2	63	65	3.08	2022
November 30 2019	Camden	New Jersey	Passenger	0	1	1	22	23	4.35	2019
October 31 2023	Palm Beach	FlOregonIdahoa	Passenger	0	1	1	37	38	2.63	2023
September 30 2020	Twin Falls	Idaho	Passenger	0	1	1	25	26	3.85	2020
August 31 2018	Eagle	ColOregonado	Passenger	1	0	1	5	6	16.67	2018
February 29 2020	Oldham	Kentucky	Passenger	0	1	1	4	5	20	2020
February 28 2018	Clark	Washington	Passenger	888	616	"1,504"	"3,05,273"	"3,06,777"	0.49	2018
July 31 2020	Denton	Texas	Passenger	1	0	1	91	92	1.09	2020
June 30 2018	Kootenai	Idaho	Passenger	0	1	1	221	222	0.45	2018
July 31 2017	Deschutes	Oregon	Passenger	1	0	1	200	201	0.5	2017
February 28 2019	Washoe	NeVirginiada	Passenger	2	0	2	109	111	1.8	2019
May 31 2020	Washtenaw	Michigan	Passenger	1	0	1	34	35	2.86	2020
December 31 2020	Marion	IoWashington	Passenger	1	0	1	1	2	50	2020
December 31 2019	Whitman	Washington	Passenger	42	46	88	"22,670"	"22,758"	0.39	2019
January 31 2020	Cowlitz	Washington	Truck	0	0	0	"29,022"	"29,022"	0	2020
May 31 2019	Goochland	Virginia	Passenger	1	1	2	261	263	0.76	2019
January 31 2023	Hudson	New Jersey	Passenger	1	0	1	32	33	3.03	2023
January 31 2023	Deschutes	Oregon	Passenger	1	0	1	72	73	1.37	2023
August 31 2020	Denton	Texas	Passenger	1	0	1	92	93	1.08	2020
September 30 2018	Lincoln	Washington	Passenger	2	6	8	"7,748"	"7,756"	0.1	2018
July 31 2018	Benton	Washington	Truck	0	0	0	"41,092"	"41,092"	0	2018
September 30 2022	Geary	Kansas	Passenger	1	0	1	81	82	1.22	2022
February 28 2022	Richland	SoUtahh C Arkansaskansasolina	Passenger	0	2	2	134	136	1.47	2022
July 31 2022	Hamilton	INorth Dakotaiana	Passenger	1	0	1	21	22	4.55	2022
August 31 2023	Madison	IllINorth Dakotaianaois	Passenger	1	0	1	16	17	5.88	2023
March 31 2019	Mason	Washington	Passenger	114	115	229	"46,701"	"46,930"	0.49	2019
October 31 2023	Lewis	Washington	Passenger	372	287	659	"59,196"	"59,855"	1.1	2023
July 31 2021	Franklin	Washington	Passenger	134	97	231	"62,034"	"62,265"	0.37	2021
September 30 2021	Deschutes	Oregon	Passenger	1	0	1	120	121	0.83	2021
May 31 2018	Charleston	SoUtahh C Arkansaskansasolina	Passenger	1	0	1	129	130	0.77	2018
March 31 2023	Douglas	ColOregonado	Passenger	0	1	1	65	66	1.52	2023
August 31 2023	Wilson	Texas	Passenger	0	1	1	3	4	25	2023
March 31 2023	San Diego	CalifOregonnIoWashington	Passenger	20	7	27	"2,221"	"2,248"	1.2	2023
January 31 2017	Asotin	Washington	Passenger	4	3	7	"12,316"	"12,323"	0.06	2017
June 30 2019	Broward	FlOregonIdahoa	Passenger	2	1	3	128	131	2.29	2019
January 31 2018	Dale	ALouisianaba Massachusetts	Passenger	0	1	1	63	64	1.56	2018
August 31 2021	El Paso	Texas	Passenger	3	0	3	384	387	0.78	2021
April 30 2023	Champaign	IllINorth Dakotaianaois	Passenger	1	0	1	13	14	7.14	2023
December 31 2020	Okanogan	Washington	Passenger	55	36	91	"26,059"	"26,150"	0.35	2020
December 31 2018	Columbia	Washington	Truck	0	0	0	"1,517"	"1,517"	0	2018
August 31 2022	Lake	FlOregonIdahoa	Passenger	1	0	1	18	19	5.26	2022
September 30 2019	Lake	CalifOregonnIoWashington	Passenger	0	1	1	10	11	9.09	2019
January 31 2017	Gwinnett	GeOregongIoWashington	Passenger	0	1	1	97	98	1.02	2017
August 31 2022	El Paso	ColOregonado	Passenger	2	2	4	607	611	0.65	2022
May 31 2019	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	6	4	10	"1,606"	"1,616"	0.62	2019
January 31 2017	Travis	Texas	Passenger	1	1	2	216	218	0.92	2017
November 30 2018	St. Lucie	FlOregonIdahoa	Passenger	1	0	1	29	30	3.33	2018
February 28 2021	Bucks	 PennsylVirginiania	Passenger	1	0	1	21	22	4.55	2021
March 31 2019	Montgomery	ALouisianaba Massachusetts	Passenger	0	1	1	43	44	2.27	2019
November 30 2023	Columbia	Oregon	Passenger	1	0	1	9	10	10	2023
April 30 2021	Shelby	Ohio	Passenger	0	1	1	2	3	33.33	2021
May 31 2018	Island	Washington	Passenger	187	178	365	"62,424"	"62,789"	0.58	2018
June 30 2019	Wilson	Texas	Passenger	0	1	1	7	8	12.5	2019
September 30 2018	Kittitas	Washington	Passenger	56	36	92	"29,199"	"29,291"	0.31	2018
April 30 2020	San Juan	Washington	Passenger	295	88	383	"14,150"	"14,533"	2.64	2020
July 31 2023	Washoe	NeVirginiada	Passenger	1	0	1	53	54	1.85	2023
October 31 2020	Camden	New Jersey	Passenger	0	1	1	23	24	4.17	2020
January 31 2017	Volusia	FlOregonIdahoa	Passenger	0	1	1	52	53	1.89	2017
March 31 2023	Essex	New Jersey	Passenger	2	0	2	10	12	16.67	2023
October 31 2021	Okaloosa	FlOregonIdahoa	Passenger	0	1	1	120	121	0.83	2021
December 31 2023	Allen	INorth Dakotaiana	Passenger	1	0	1	9	10	10	2023
March 31 2021	Oldham	Kentucky	Passenger	0	1	1	4	5	20	2021
December 31 2021	Chelan	Washington	Truck	0	0	0	"23,101"	"23,101"	0	2021
November 30 2022	Dallas	Texas	Passenger	1	0	1	102	103	0.97	2022
January 31 2024	Cowlitz	Washington	Truck	14	0	14	"27,308"	"27,322"	0.05	2024
July 31 2022	Bryan	GeOregongIoWashington	Passenger	0	1	1	34	35	2.86	2022
June 30 2020	Harford	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	58	59	1.69	2020
August 31 2021	Charles	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	72	74	2.7	2021
March 31 2017	King	Washington	Passenger	"9,315"	"3,786"	"13,101"	"13,82,521"	"13,95,622"	0.94	2017
December 31 2020	Rockingham	New Hampshire	Passenger	1	0	1	23	24	4.17	2020
June 30 2022	Harnett	 NOregonth C Arkansaskansasolina	Passenger	2	0	2	163	165	1.21	2022
July 31 2020	Fulton	GeOregongIoWashington	Passenger	1	2	3	102	105	2.86	2020
April 30 2020	Multnomah	Oregon	Passenger	4	7	11	742	753	1.46	2020
September 30 2022	Pennington	 South Dakota	Passenger	2	0	2	27	29	6.9	2022
March 31 2019	Montgomery	Texas	Passenger	2	0	2	66	68	2.94	2019
May 31 2023	Burlington	New Jersey	Passenger	2	2	4	94	98	4.08	2023
December 31 2019	Boulder	ColOregonado	Passenger	1	1	2	51	53	3.77	2019
January 31 2022	Oldham	Kentucky	Passenger	0	1	1	4	5	20	2022
September 30 2022	Yakima	Washington	Truck	3	0	3	"61,383"	"61,386"	0	2022
January 31 2024	Wahkiakum	Washington	Passenger	32	21	53	"3,004"	"3,057"	1.73	2024
June 30 2021	Grant	Washington	Passenger	107	89	196	"66,944"	"67,140"	0.29	2021
December 31 2017	Jefferson	Washington	Passenger	121	74	195	"24,280"	"24,475"	0.8	2017
September 30 2023	Grant	Washington	Passenger	327	146	473	"67,215"	"67,688"	0.7	2023
February 28 2021	Honolulu	HaWashingtonii	Passenger	5	2	7	445	452	1.55	2021
October 31 2023	Monterey	CalifOregonnIoWashington	Passenger	0	3	3	112	115	2.61	2023
December 31 2017	Pend Oreille	Washington	Passenger	3	4	7	"9,442"	"9,449"	0.07	2017
February 28 2021	Alameda	CalifOregonnIoWashington	Passenger	4	0	4	267	271	1.48	2021
